longitude,latitude,country,admin_1,admin_2,admin_3,admin_4
126.9837,37.5445,大韩民国,首尔,首爾,"",Hoehyeon-dong
127.33344,35.6309,大韩民国,全罗北道,任實郡,"",""
127.39679,35.58362,大韩民国,全罗北道,長水郡,"",""
127.03012,35.56782,大韩民国,全罗北道,井邑市,"",""
129.2636,36.12911,大韩民国,庆尚北道,Buk,"",""
127.1409,36.2948,大韩民国,忠清南道,論山市,"",""
126.95233,36.35339,大韩民国,忠清南道,青陽郡,"",""
126.893,36.3414,韩国 / 南韓,忠清南道,Bunhyang-ri,"",""
126.88418,36.27549,大韩民国,忠清南道,扶餘郡,"",""
127.58033,36.44445,大韩民国,忠清北道,報恩郡,"",""
127.53366,36.33055,韩国 / 南韓,忠清北道,Ibaek-ri,"",""
127.52689,36.27887,大韩民国,忠清北道,沃川郡,"",""
127.6199,36.2844,大韩民国,忠清北道,沃川郡,"",""
127.66031,36.39435,大韩民国,忠清北道,沃川郡,"",""
127.67282,36.3568,大韩民国,忠清北道,沃川郡,"",""
127.73201,36.397,大韩民国,忠清北道,報恩郡,"",""
127.75978,36.3272,大韩民国,忠清北道,沃川郡,"",""
127.5274,36.1678,大韩民国,忠清南道,錦山郡,"",""
127.6844,36.0976,大韩民国,忠清北道,永同郡,"",""
127.7901,36.009,大韩民国,全罗北道,茂朱郡,"",""
127.37587,36.43387,大韩民国,大田,大田,"",""
127.9083,36.2324,大韩民国,忠清北道,永同郡,"",""
127.8285,36.2603,大韩民国,忠清北道,永同郡,"",""
127.90601,36.44874,大韩民国,庆尚北道,尚州市,"",""
127.68774,35.68185,大韩民国,庆尚南道,咸陽郡,"",""
127.63557,35.55344,大韩民国,庆尚南道,咸陽郡,"",""
127.54372,35.53236,大韩民国,全罗北道,長水郡,"",""
127.68155,35.53064,大韩民国,庆尚南道,咸陽郡,"",""
128.47165,35.61365,大韩民国,庆尚南道,昌宁郡,"",""
128.49506,35.54145,大韩民国,庆尚南道,昌宁郡,"",""
126.46577,37.7636,大韩民国,仁川廣域市,江华郡,"",""
126.41226,37.77419,大韩民国,仁川廣域市,江华郡,"",""
126.408,37.79872,大韩民国,仁川廣域市,江华郡,"",""
126.48439,37.71223,大韩民国,仁川廣域市,江华郡,"",""
126.55429,37.71646,韩国 / 南韓,京畿道,金浦市,"",""
126.63107,37.71953,大韩民国,京畿道,金浦市,"",""
126.59855,37.69191,大韩民国,京畿道,Tung dinh,"",""
126.28117,37.78272,大韩民国,仁川廣域市,江华郡,"",""
126.85004,37.78055,大韩民国,京畿道,坡州市,"",""
126.94122,37.71727,大韩民国,京畿道,楊州市,"",""
126.71598,37.8024,韩国 / 南韓,京畿道,坡州市,"",""
126.98349,37.82566,韩国 / 南韓,京畿道,楊州市,"",""
127.3258,37.70353,韩国 / 南韓,京畿道,南楊州市,"",""
127.71656,37.81735,大韩民国,江原道,春川市,"",""
127.76164,37.84747,大韩民国,江原道,春川市,"",""
128.18713,37.7119,大韩民国,江原道,洪川郡,"",""
127.18992,37.72722,大韩民国,京畿道,南楊州市,"",""
127.20579,37.69834,大韩民国,京畿道,南楊州市,"",""
128.13774,38.28634,韩国 / 南韓,江原道,亥安面,"",""
128.55968,38.25679,韩国 / 南韓,江原道,土城面,"",""
127.10819,38.18561,韩国 / 南韓,京畿道,新西面,"",""
127.24935,38.15921,韩国 / 南韓,京畿道,抱川市,"",""
127.95028,38.2088,韩国 / 南韓,江原道,方山面,"",""
128.04327,38.20135,韩国 / 南韓,江原道,東面,"",""
128.71665,34.94036,大韩民国,庆尚南道,巨濟市,"",""
127.29223,36.59245,大韩民国,忠清南道,燕岐郡,"",""
126.72202,37.50533,大韩民国,仁川廣域市,仁川廣域市,"",""
127.07996,34.77148,大韩民国,全罗南道,寶城郡,"",""
126.91699,35.60004,大韩民国,全罗北道,井邑市,"",""
127.6134,34.70846,大韩民国,全罗南道,莞島郡,"",""
127.88668,34.77247,大韩民国,庆尚南道,南海郡,"",""
128.04605,34.7128,大韩民国,庆尚南道,南海郡,"",""
126.14288,34.78566,大韩民国,全罗南道,新安郡,"",""
126.31279,34.86689,大韩民国,全罗南道,新安郡,"",""
126.35133,34.83394,大韩民国,全罗南道,新安郡,"",""
126.65175,34.90444,大韩民国,全罗南道,羅州市,"",""
126.64367,34.84601,大韩民国,全罗南道,靈岩郡,"",""
126.69688,34.81951,大韩民国,全罗南道,靈岩郡,"",""
126.7494,34.92007,大韩民国,全罗南道,羅州市,"",""
126.74895,34.86348,大韩民国,全罗南道,靈岩郡,"",""
126.60706,34.86886,大韩民国,全罗南道,靈岩郡,"",""
126.69669,34.80059,韩国 / 南韓,全羅南道,Dongmu-ri,"",""
128.95419,37.72899,大韩民国,江原道,江陵市,"",""
127.33384,34.78006,大韩民国,全罗南道,高興郡,"",""
127.53764,34.91406,大韩民国,全罗南道,順天市,"",""
127.45159,34.87479,大韩民国,全罗南道,順天市,"",""
127.57861,34.88231,大韩民国,全罗南道,莞島郡,"",""
127.63243,34.79346,大韩民国,全罗南道,莞島郡,"",""
128.8799,37.71904,大韩民国,江原道,江陵市,"",""
126.83899,34.80247,大韩民国,全罗南道,長興郡,"",""
126.97029,34.87676,大韩民国,全罗南道,和順郡,"",""
127.17236,34.92966,大韩民国,全罗南道,寶城郡,"",""
127.24754,34.80915,大韩民国,全罗南道,寶城郡,"",""
127.27727,34.9142,大韩民国,全罗南道,順天市,"",""
127.18702,34.87102,大韩民国,全罗南道,寶城郡,"",""
127.69875,34.9903,大韩民国,全罗南道,光陽市,"",""
127.75807,34.9791,大韩民国,全罗南道,光陽市,"",""
127.79025,34.96449,大韩民国,庆尚南道,河東郡,"",""
127.77696,35.08337,大韩民国,庆尚南道,河東郡,"",""
127.71976,35.02117,大韩民国,全罗南道,光陽市,"",""
127.58128,35.0117,大韩民国,全罗南道,光陽市,"",""
127.61925,35.01766,大韩民国,全罗南道,光陽市,"",""
127.45523,34.93944,大韩民国,全罗南道,順天市,"",""
127.3897,35.01532,大韩民国,全罗南道,順天市,"",""
127.23496,35.07733,大韩民国,全罗南道,順天市,"",""
127.26377,34.97504,大韩民国,全罗南道,順天市,"",""
127.03837,35.03069,大韩民国,全罗南道,和順郡,"",""
127.09621,35.00782,韩国 / 南韓,全羅南道,Sapyeong-ri,"",""
127.07073,34.79802,大韩民国,全罗南道,寶城郡,"",""
127.08749,34.80134,大韩民国,全罗南道,寶城郡,"",""
127.13128,34.89322,大韩民国,全罗南道,寶城郡,"",""
127.15181,34.82987,大韩民国,全罗南道,寶城郡,"",""
127.75147,35.068,韩国 / 南韓,庆尚南道,Gwangpyeong-ri,"",""
126.29458,35.11073,韩国 / 南韓,全羅南道,海際面,"",""
126.37194,35.21831,韩国 / 南韓,全羅南道,鹽山面,"",""
126.60102,35.18122,大韩民国,全罗南道,咸平郡,"",""
126.60908,35.11447,大韩民国,全罗南道,咸平郡,"",""
126.50768,35.20946,大韩民国,全罗南道,靈光郡,"",""
126.13757,35.20248,大韩民国,全罗南道,靈光郡,"",""
126.11105,35.08457,大韩民国,全罗南道,新安郡,"",""
126.49517,35.44487,大韩民国,全罗北道,高敞郡,"",""
126.55107,35.52448,大韩民国,全罗北道,高敞郡,"",""
126.53914,35.46144,大韩民国,全罗北道,高敞郡,"",""
126.4528,35.24032,大韩民国,全罗南道,靈光郡,"",""
126.47516,35.25851,大韩民国,全罗南道,靈光郡,"",""
126.4462,35.3627,大韩民国,全罗南道,靈光郡,"",""
126.51141,35.37825,大韩民国,全罗北道,高敞郡,"",""
126.60327,35.34168,大韩民国,全罗北道,高敞郡,"",""
126.54315,35.25755,大韩民国,全罗南道,靈光郡,"",""
126.57748,35.30183,大韩民国,全罗南道,靈光郡,"",""
127.00283,35.50202,大韩民国,全罗北道,淳昌郡,"",""
127.14135,35.41261,大韩民国,全罗北道,淳昌郡,"",""
127.10232,35.4536,大韩民国,全罗北道,淳昌郡,"",""
127.16357,35.53034,大韩民国,全罗北道,任實郡,"",""
127.24264,35.44168,大韩民国,全罗北道,淳昌郡,"",""
126.87661,37.53497,大韩民国,首尔,首爾,"",Mok-dong
126.99342,35.60319,大韩民国,全罗北道,井邑市,"",""
126.9775,37.53391,韩国 / 南韓,"",首尔市 / 首爾,漢江路洞,龍山洞3街
127.17795,37.23825,大韩民国,京畿道,Cheoin,"",""
126.46324,37.25946,大韩民国,仁川廣域市,甕津郡,"",""
126.43616,35.28711,大韩民国,全罗南道,靈光郡,"",""
126.90308,37.52606,大韩民国,首尔,首爾,"",Dangsan-dong
127.79374,36.21658,韩国 / 南韓,忠清北道,Sani-ri,"",""
129.31078,36.48125,韩国 / 南韓,庆尚北道,知品面,"",""
129.06483,35.07849,大韩民国,釜山,釜山广域市,"",""
129,36,大韩民国,庆尚北道,永川市,"",""
126.62651,34.7979,韩国 / 南韓,全羅南道,Dongho-ri,"",""
127.07577,38.09404,韩国 / 南韓,京畿道,漣川邑,"",""
127.63668,37.29562,大韩民国,京畿道,驪州市,"",""
126.79592,36.68218,大韩民国,忠清南道,禮山郡,"",""
128.43007,36.65272,大韩民国,庆尚北道,醴泉郡,"",""
128.61471,38.06215,韩国 / 南韓,江原道,Wol-ri,"",""
127.49222,37.4888,大韩民国,京畿道,楊平郡,"",""
127.98555,38.1016,韩国 / 南韓,江原道,楊口邑,"",""
127.92132,37.32104,大韩民国,江原道,原州市,"",""
129.25,35.83333,大韩民国,庆尚北道,慶州市,"",""
126.73845,34.31182,大韩民国,全罗南道,莞島郡,"",""
126.9278,37.61846,大韩民国,首尔,首爾,"",葛峴洞
127.6807,36.92602,大韩民国,忠清北道,陰城郡,"",""
129.26667,35.56667,大韩民国,蔚山广域市,蔚山,"",""
130.86084,37.50442,韩国 / 南韓,庆尚北道,罗里,"",""
129.1269,35.56233,大韩民国,蔚山广域市,蔚州郡,"",""
129.31966,36.91968,韩国 / 南韓,庆尚北道,近南面,"",""
128.61517,36.36122,大韩民国,庆尚北道,義城郡,"",""
128.26917,35.3923,大韩民国,庆尚南道,宜寧郡,"",""
127.0477,37.73865,韩国 / 南韓,京畿道,議政府市,"",議政府洞
129.078,35.20447,大韩民国,釜山,釜山广域市,"",""
126.95149,37.50056,大韩民国,首尔,首爾,"",Bon-dong
129.11357,37.52345,大韩民国,江原道,Donghae,"",""
127.06897,37.91889,大韩民国,京畿道,Ap’o,"",""
127.05408,37.58189,大韩民国,首尔,首爾,"",청량리
127.03011,37.65066,大韩民国,首尔,首爾,"",Ssangmun-dong
128.36945,36.98615,大韩民国,忠清北道,丹阳郡,"",""
126.99125,35.33976,大韩民国,全罗南道,潭陽郡,"",""
128.42955,35.77467,大韩民国,大邱,Dalseong,"",""
127.41667,36.33333,大韩民国,大田,大田,"",""
128.65,35.96667,大韩民国,大邱,Dong,"",""
127.44008,36.4059,大韩民国,大田,大田,"",""
126.58723,37.25174,大韩民国,京畿道,Danwon,"",""
127.00993,37.28586,韩国 / 南韓,京畿道,水原市,"",""
127.46096,34.97162,韩国 / 南韓,全羅南道,順天市,"",Seokhyeon-dong
127.14967,35.37651,大韩民国,全罗北道,淳昌郡,"",""
127.75,36.5,大韩民国,忠清北道,報恩郡,"",""
127,37.58333,大韩民国,首尔,首爾,"",惠化洞
126.46568,36.78518,韩国 / 南韓,忠清南道,瑞山市,"",Dongmun-dong
127.12877,37.41875,大韩民国,京畿道,城南市,"",""
128.28838,35.91888,大韩民国,庆尚北道,星州郡,"",""
127.14546,37.55274,大韩民国,首尔,首爾,"",岩寺洞
127.02015,37.6349,大韩民国,首尔,首爾,"",Ssangmun-dong
128.59275,38.20725,韩国 / 南韓,江原道,束草市,"",琴湖洞
126.49748,33.29307,大韩民国,済州道,西歸浦市,"",""
129.01946,35.12529,韩国 / 南韓,"",釜山,西區,東大新3洞
126.93506,37.57809,大韩民国,首尔,首爾,"",남가좌
126.69716,36.106,大韩民国,忠清南道,舒川郡,"",""
126.09872,34.83107,韩国 / 南韓,全羅南道,Dan-go-ri,"",""
126.7888,37.39067,韩国 / 南韓,京畿道,始興市,"",長谷洞
127.87065,35.36625,韩国 / 南韓,庆尚南道,Nae-ri,"",""
126.98748,37.01372,大韩民国,京畿道,平澤市,"",""
128.3955,37.3682,大韩民国,江原道,平昌郡,"",""
126.85802,36.26257,大韩民国,忠清南道,扶餘郡,"",""
129.05,35.13333,大韩民国,釜山,釜山广域市,"",""
126.76625,37.5044,大韩民国,京畿道,富川市,"",""
126.66667,35.7,大韩民国,全罗北道,扶安郡,"",""
127.72865,36.49489,大韩民国,忠清北道,報恩郡,"",""
127.22189,34.84622,韩国 / 南韓,全羅南道,Seonam-ri,"",""
126.59444,36.35649,大韩民国,忠清南道,泰安郡,"",""
128.73573,36.88951,大韩民国,庆尚北道,奉化郡,"",""
129.36667,36.08333,大韩民国,庆尚北道,Buk,"",""
127.20028,37.8937,大韩民国,京畿道,抱川市,"",""
126.77772,37.75952,大韩民国,京畿道,坡州市,"",""
127.58324,36.26642,大韩民国,忠清北道,沃川郡,"",""
127.12143,36.19774,大韩民国,忠清南道,論山市,"",""
127.2401,37.65217,大韩民国,京畿道,南楊州市,"",""
127.38007,35.44821,大韩民国,全罗北道,南原市,"",""
127.92708,34.80433,韩国 / 南韓,庆尚南道,Dajeong-ri,"",""
126.67362,35.05683,韩国 / 南韓,全羅南道,羅州市,"",""
127.71118,35.93172,大韩民国,全罗北道,茂朱郡,"",""
126.44041,34.95642,大韩民国,全罗南道,務安郡,"",""
126.39179,34.81226,韩国 / 南韓,全羅南道,木浦市,"",""
128.5244,37.3389,韩国 / 南韓,江原道,美灘面,"",""
128.7869,35.4975,大韩民国,庆尚南道,密陽市,"",""
126.90926,37.55438,大韩民国,首尔,首爾,"",Seongsan-dong
128.8,35.83333,大韩民国,庆尚北道,慶山市,"",""
128.86667,36.6,韩国 / 南韓,庆尚北道,安東市,"",""
127.25,37.6,大韩民国,京畿道,南楊州市,"",""
127.60949,35.04007,大韩民国,全罗南道,光陽市,"",""
126.8081,35.16158,大韩民国,光州,光州廣域市,"",""
126.91667,35.16667,大韩民国,光州,光州廣域市,"",""
127.29855,37.40329,大韩民国,京畿道,光州廣域市,"",""
126.95235,37.47876,大韩民国,首尔,首爾,"",봉천본동
127.50129,35.23616,韩国 / 南韓,全羅南道,馬山面,"",""
126.8502,37.49447,大韩民国,首尔,首爾,"",수궁동
128.64705,36.16995,韩国 / 南韓,"",大邱,"",""
126.68338,35.93583,大韩民国,全罗北道,群山市,"",""
127.48062,36.13381,大韩民国,忠清南道,錦山郡,"",""
126.6927,37.63637,大韩民国,京畿道,金浦市,"",""
126.90755,35.80701,大韩民国,全罗北道,金堤市,"",""
128.35442,36.21009,韩国 / 南韓,庆尚北道,龜尾市,"",""
126.83333,37.66667,大韩民国,京畿道,高陽市,"",""
128.46755,38.37945,韩国 / 南韓,江原道,杆城邑,"",""
128.28244,35.01478,大韩民国,庆尚南道,Goseong,"",""
128.29707,35.74959,韩国 / 南韓,庆尚北道,雲水面,"",""
127.08333,36.5,大韩民国,忠清南道,公州市,"",""
127.2628,35.21449,韩国 / 南韓,全羅南道,梧谷面,"",""
128.66666,34.9,韩国 / 南韓,庆尚南道,巨濟市,"",""
127.33333,34.58333,韩国 / 南韓,全羅南道,Gildu-ri,"",""
127.81426,36.77179,大韩民国,忠清北道,槐山郡,"",""
127.90149,35.73034,大韩民国,庆尚南道,居昌郡,"",""
126.70047,35.43483,大韩民国,全罗北道,高敞郡,"",""
128.86667,35.25,韩国 / 南韓,庆尚南道,金海市,"",Gusan-dong
128.25,37.75,韩国 / 南韓,江原道,瑞石面,"",""
126.81622,37.56227,大韩民国,首尔,首爾,"",傍花洞
128.87825,37.7519,大韩民国,江原道,江陵市,"",""
127.06278,37.4951,韩国 / 南韓,"",首尔市 / 首爾,大峙1洞,""
126.76758,34.61787,韩国 / 南韓,全羅南道,Nampo-ri,"",""
126.44345,37.71028,大韩民国,仁川廣域市,江华郡,"",""
128.27876,38.04416,韩国 / 南韓,江原道,麟蹄邑,"",""
126.70017,37.46178,大韩民国,仁川廣域市,仁川廣域市,"",""
127.23187,35.6216,韩国 / 南韓,全北特別自治道,Hyeongok-ri,"",""
127.0093,36.02443,大韩民国,全罗北道,益山市,"",""
127.43692,37.27642,大韩民国,京畿道,利川市,"",""
127.02648,35.00468,韩国 / 南韓,全羅南道,Unnong-ri,"",""
126.62626,36.56705,大韩民国,忠清南道,洪城郡,"",""
128.02823,37.76058,韩国 / 南韓,江原道,化村面,"",""
127.9857,37.48817,大韩民国,江原道,橫城郡,"",""
128.13841,35.5741,韩国 / 南韓,庆尚南道,Seongsan-ri,"",""
126.53337,35.14988,大韩民国,全罗南道,咸平郡,"",""
128.4297,35.29117,大韩民国,庆尚南道,咸安郡,"",""
126.5187,34.54047,大韩民国,全罗南道,海南郡,"",""
127.77291,35.13628,大韩民国,庆尚南道,河東郡,"",""
128.58631,36.87459,大韩民国,庆尚北道,榮州市,"",""
